Date,IYT,RWR,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
02JAN2008,-0.0218,-0.0061,-0.0096,0.0019,-0.0197,-0.0166,-0.0203,-0.0142,-0.0057,-0.0105,-0.0153
03JAN2008,-0.0054,-0.0293,0.0182,0.0118,-0.0063,0.0008,0.0015,-0.0053,-0.0014,0.0060,-0.0112
04JAN2008,-0.0350,-0.0422,-0.0302,-0.0365,-0.0284,-0.0205,-0.0390,-0.0042,0.0076,-0.0102,-0.0314
07JAN2008,0.0063,0.0067,-0.0137,-0.0039,0.0026,-0.0125,-0.0088,0.0117,0.0208,0.0198,0.0036
08JAN2008,-0.0307,-0.0326,-0.0154,-0.0175,-0.0364,-0.0223,-0.0265,-0.0074,0.0002,0.0082,-0.0194
09JAN2008,0.0015,0.0181,0.0063,0.0132,0.0189,0.0030,0.0140,0.0135,0.0109,0.0179,0.0072
10JAN2008,0.0264,0.0124,0.0136,-0.0042,0.0171,0.0139,0.0016,0.0017,-0.0062,-0.0014,0.0141
11JAN2008,-0.0187,0.0034,-0.0102,-0.0122,0.0033,-0.0170,-0.0146,-0.0140,-0.0002,0.0030,-0.0239
14JAN2008,0.0217,-0.0027,0.0335,0.0198,0.0138,0.0123,0.0202,-0.0042,0.0014,-0.0077,0.0096
15JAN2008,-0.0150,-0.0284,-0.0273,-0.0414,-0.0412,-0.0209,-0.0210,-0.0107,-0.0106,-0.0113,-0.0183
16JAN2008,0.0071,0.0166,-0.0333,-0.0333,0.0168,-0.0116,-0.0219,-0.0036,-0.0179,0.0025,0.0057
17JAN2008,-0.0258,-0.0123,-0.0494,-0.0378,-0.0508,-0.0266,-0.0089,-0.0072,-0.0386,-0.0192,-0.0166
18JAN2008,0.0094,-0.0118,0.0114,0.0022,-0.0116,-0.0020,-0.0174,-0.0145,-0.0148,-0.0145,-0.0047
22JAN2008,-0.0004,0.0332,-0.0091,-0.0283,0.0216,0.0035,-0.0186,-0.0103,-0.0345,-0.0363,0.0196
23JAN2008,0.0686,0.0922,0.0173,0.0093,0.0710,0.0273,0.0088,0.0123,0.0266,0.0072,0.0365
24JAN2008,0.0008,-0.0259,0.0159,0.0352,0.0004,0.0059,0.0144,-0.0048,-0.0272,-0.0039,0.0099
25JAN2008,0.0023,-0.0120,0.0050,-0.0179,-0.0262,-0.0044,-0.0155,-0.0137,-0.0109,-0.0158,-0.0206
28JAN2008,0.0087,0.0349,0.0198,0.0227,0.0357,0.0148,0.0044,0.0079,0.0157,0.0127,0.0165
29JAN2008,0.0114,-0.0089,0.0051,0.0112,0.0153,0.0088,0.0087,0.0030,0.0034,0.0027,0.0032
30JAN2008,0.0160,-0.0240,-0.0038,-0.0125,-0.0203,0.0041,-0.0078,-0.0070,-0.0051,-0.0116,-0.0064
31JAN2008,0.0215,0.0190,0.0178,-0.0080,0.0407,0.0054,0.0126,0.0149,0.0132,0.0178,0.0419
01FEB2008,0.0128,0.0403,0.0243,0.0251,0.0185,0.0230,0.0172,0.0099,0.0260,0.0047,0.0089
04FEB2008,-0.0150,-0.0116,-0.0156,0.0007,-0.0290,-0.0108,-0.0207,-0.0062,0.0144,0.0035,-0.0143
05FEB2008,-0.0114,-0.0333,-0.0288,-0.0413,-0.0406,-0.0254,-0.0250,-0.0136,-0.0301,-0.0182,-0.0281
06FEB2008,0.0019,-0.0186,-0.0069,-0.0137,-0.0116,-0.0016,-0.0111,-0.0041,-0.0018,0.0027,-0.0108
07FEB2008,0.0161,0.0228,0.0039,0.0197,0.0091,0.0003,0.0063,0.0104,-0.0053,-0.0039,0.0193
08FEB2008,-0.0096,-0.0315,0.0213,0.0147,-0.0167,-0.0074,-0.0076,-0.0111,-0.0079,-0.0063,-0.0057
11FEB2008,0.0068,-0.0200,0.0035,0.0258,-0.0221,0.0100,0.0175,0.0127,0.0082,-0.0030,0.0105
12FEB2008,-0.0032,0.0312,0.0180,-0.0006,0.0275,0.0101,0.0022,0.0133,0.0170,0.0145,0.0019
13FEB2008,0.0090,0.0064,-0.0042,0.0243,-0.0037,0.0179,0.0229,-0.0047,-0.0048,-0.0015,0.0128
14FEB2008,-0.0139,-0.0181,-0.0128,-0.0086,-0.0273,-0.0149,-0.0198,-0.0051,-0.0126,-0.0042,-0.0096
15FEB2008,-0.0006,0.0059,0.0063,0.0018,0.0159,-0.0062,-0.0035,0.0044,0.0140,0.0009,0.0053
19FEB2008,-0.0004,-0.0115,0.0248,0.0329,-0.0015,0.0049,-0.0092,0.0161,-0.0080,0.0126,-0.0115
20FEB2008,0.0068,0.0185,0.0058,0.0120,0.0116,0.0032,0.0018,-0.0212,0.0020,-0.0030,0.0138
21FEB2008,-0.0103,-0.0223,-0.0135,-0.0274,-0.0177,-0.0078,-0.0018,0.0037,-0.0220,-0.0104,-0.0238
22FEB2008,0.0000,0.0201,0.0095,0.0113,0.0218,0.0101,-0.0009,0.0110,0.0176,0.0021,0.0219
25FEB2008,0.0161,0.0330,0.0230,0.0286,0.0000,0.0078,0.0058,0.0014,0.0010,0.0129,0.0133
26FEB2008,0.0110,-0.0006,0.0047,0.0170,0.0088,0.0008,0.0115,0.0123,0.0129,-0.0089,0.0098
27FEB2008,-0.0129,0.0123,-0.0002,-0.0130,0.0044,0.0019,0.0009,-0.0136,-0.0240,0.0045,-0.0021
28FEB2008,-0.0161,-0.0341,-0.0054,0.0172,-0.0312,-0.0072,-0.0127,0.0018,-0.0067,-0.0116,-0.0237
29FEB2008,-0.0265,-0.0189,-0.0322,-0.0332,-0.0326,-0.0274,-0.0203,-0.0188,-0.0294,-0.0138,-0.0249
03MAR2008,0.0084,0.0115,0.0166,0.0125,-0.0136,0.0146,-0.0005,0.0100,0.0152,-0.0003,-0.0022
04MAR2008,0.0058,-0.0088,-0.0241,-0.0195,-0.0055,-0.0117,0.0014,-0.0007,0.0173,0.0012,-0.0016
05MAR2008,0.0105,0.0038,0.0281,0.0252,-0.0079,0.0132,0.0072,0.0026,-0.0028,-0.0018,0.0003
06MAR2008,-0.0286,-0.0399,-0.0089,-0.0200,-0.0346,-0.0190,-0.0139,-0.0091,-0.0204,-0.0201,-0.0244
07MAR2008,-0.0070,0.0172,-0.0419,-0.0276,0.0021,-0.0144,0.0000,-0.0048,-0.0063,-0.0115,-0.0095
10MAR2008,-0.0182,-0.0183,-0.0215,-0.0123,-0.0284,-0.0160,-0.0109,-0.0052,-0.0013,-0.0233,-0.0116
11MAR2008,0.0425,0.0673,0.0609,0.0515,0.0656,0.0340,0.0354,0.0212,0.0173,0.0097,0.0272
12MAR2008,-0.0166,-0.0199,-0.0144,-0.0222,-0.0167,-0.0019,-0.0102,-0.0025,0.0000,0.0000,-0.0056
13MAR2008,0.0190,0.0117,0.0244,0.0167,-0.0024,0.0138,-0.0040,0.0000,-0.0031,-0.0013,0.0010
14MAR2008,-0.0234,-0.0142,-0.0176,-0.0183,-0.0283,-0.0158,-0.0126,-0.0171,-0.0073,-0.0186,-0.0144
17MAR2008,-0.0098,-0.0036,-0.0201,-0.0349,-0.0229,-0.0050,-0.0046,-0.0056,0.0005,-0.0013,-0.0133
18MAR2008,0.0539,0.0464,0.0350,0.0437,0.0840,0.0526,0.0449,0.0183,0.0177,0.0313,0.0395
19MAR2008,-0.0287,-0.0053,-0.0677,-0.0611,-0.0264,-0.0365,-0.0298,0.0055,-0.0197,-0.0130,-0.0133
20MAR2008,0.0350,0.0308,-0.0034,0.0044,0.0714,0.0104,0.0111,0.0115,-0.0029,0.0013,0.0293
24MAR2008,0.0320,0.0255,0.0355,0.0175,0.0129,0.0227,0.0353,0.0112,0.0032,0.0132,0.0333
25MAR2008,0.0067,0.0047,0.0300,0.0100,-0.0030,0.0061,0.0009,0.0025,-0.0029,0.0019,-0.0081
26MAR2008,-0.0176,-0.0238,-0.0044,0.0217,-0.0361,-0.0080,-0.0194,-0.0082,0.0037,-0.0098,-0.0187
27MAR2008,-0.0074,-0.0101,-0.0027,-0.0101,-0.0156,-0.0110,-0.0079,0.0050,0.0101,0.0051,-0.0095
28MAR2008,-0.0053,-0.0094,-0.0084,-0.0027,-0.0226,-0.0038,-0.0062,-0.0011,-0.0092,-0.0025,-0.0193
31MAR2008,0.0042,0.0055,-0.0012,0.0090,0.0089,0.0152,-0.0013,-0.0007,0.0082,-0.0051,0.0062
01APR2008,0.0415,0.0601,0.0319,0.0188,0.0704,0.0227,0.0290,0.0122,0.0258,0.0160,0.0449
02APR2008,0.0044,-0.0044,0.0068,0.0139,-0.0008,0.0044,0.0121,0.0004,0.0128,-0.0069,0.0000
03APR2008,-0.0004,0.0233,0.0182,0.0024,0.0045,-0.0044,-0.0004,-0.0028,-0.0053,-0.0032,0.0031
04APR2008,-0.0031,-0.0169,0.0099,0.0082,-0.0135,0.0039,-0.0034,0.0085,-0.0010,0.0080,-0.0047
07APR2008,0.0007,-0.0015,-0.0054,0.0053,0.0061,-0.0063,0.0009,-0.0063,0.0043,0.0114,-0.0037
08APR2008,-0.0020,-0.0127,0.0094,0.0113,-0.0113,-0.0008,-0.0060,-0.0004,0.0066,-0.0034,-0.0022
09APR2008,-0.0356,-0.0248,-0.0107,0.0019,-0.0168,-0.0097,-0.0043,-0.0099,-0.0025,-0.0047,-0.0220
10APR2008,0.0142,0.0144,0.0026,-0.0019,-0.0062,0.0042,0.0083,0.0025,-0.0071,0.0079,0.0106
11APR2008,-0.0097,-0.0168,-0.0129,-0.0140,-0.0191,-0.0393,-0.0267,-0.0064,0.0013,-0.0131,-0.0184
14APR2008,0.0029,-0.0043,-0.0050,0.0230,-0.0235,0.0005,-0.0040,-0.0004,-0.0015,-0.0044,-0.0071
15APR2008,0.0108,0.0086,0.0055,0.0053,0.0102,0.0047,0.0000,0.0061,0.0110,-0.0010,-0.0013
16APR2008,0.0373,0.0514,0.0479,0.0339,0.0270,0.0279,0.0409,0.0057,0.0209,0.0054,0.0222
17APR2008,-0.0164,-0.0057,-0.0050,-0.0008,0.0173,-0.0117,-0.0004,0.0014,0.0020,-0.0063,0.0045
18APR2008,0.0223,-0.0011,0.0055,0.0153,0.0220,0.0301,0.0175,-0.0067,0.0032,0.0096,0.0191
21APR2008,-0.0109,-0.0084,0.0025,0.0114,-0.0155,-0.0034,0.0063,0.0029,-0.0091,-0.0032,0.0000
22APR2008,-0.0158,-0.0059,-0.0079,0.0005,-0.0138,-0.0160,-0.0050,-0.0061,-0.0030,-0.0105,-0.0143
23APR2008,-0.0026,0.0144,-0.0157,-0.0078,-0.0066,0.0005,0.0063,0.0065,0.0015,0.0032,-0.0003
24APR2008,0.0211,0.0244,-0.0145,-0.0262,0.0360,0.0064,0.0121,0.0014,-0.0010,0.0032,0.0139
25APR2008,0.0125,-0.0008,0.0286,0.0142,0.0189,0.0140,-0.0119,-0.0057,0.0032,0.0131,0.0100
28APR2008,0.0105,0.0003,-0.0057,0.0017,0.0026,0.0057,0.0000,0.0061,-0.0097,0.0060,-0.0012
29APR2008,0.0080,-0.0123,-0.0330,-0.0225,-0.0122,-0.0093,0.0096,0.0011,0.0048,-0.0109,0.0080
30APR2008,-0.0088,-0.0135,0.0024,0.0074,-0.0030,0.0071,-0.0177,-0.0171,-0.0065,-0.0054,-0.0347
01MAY2008,0.0339,0.0219,-0.0071,-0.0219,0.0342,0.0065,0.0420,0.0181,0.0118,0.0178,0.0576
02MAY2008,-0.0065,-0.0020,0.0102,0.0189,0.0069,0.0039,-0.0004,-0.0013,0.0166,0.0003,-0.0021
05MAY2008,-0.0033,-0.0011,0.0226,0.0145,-0.0173,-0.0026,-0.0044,-0.0036,-0.0144,-0.0028,-0.0111
06MAY2008,0.0158,0.0059,0.0081,0.0265,0.0107,0.0039,0.0122,0.0064,-0.0002,-0.0019,0.0043
07MAY2008,-0.0306,-0.0268,-0.0112,-0.0186,-0.0360,-0.0154,-0.0176,-0.0096,-0.0151,-0.0088,-0.0188
08MAY2008,0.0033,-0.0019,0.0171,0.0201,-0.0204,0.0034,0.0016,0.0029,0.0025,-0.0038,0.0015
09MAY2008,-0.0145,-0.0085,-0.0125,-0.0019,0.0000,-0.0062,-0.0033,-0.0057,0.0033,-0.0010,-0.0059
12MAY2008,0.0218,0.0242,0.0205,-0.0055,0.0119,0.0160,0.0163,0.0111,0.0097,0.0076,0.0205
13MAY2008,0.0067,0.0036,0.0056,0.0164,-0.0091,0.0067,0.0000,-0.0036,-0.0015,-0.0095,0.0037
14MAY2008,0.0101,0.0071,0.0056,-0.0114,0.0069,0.0010,0.0020,0.0039,0.0037,0.0083,0.0112
15MAY2008,0.0120,0.0144,0.0114,0.0132,0.0099,0.0059,0.0192,0.0121,-0.0010,-0.0028,0.0096
16MAY2008,-0.0077,-0.0092,0.0123,0.0365,-0.0042,-0.0025,-0.0024,-0.0004,0.0074,0.0038,-0.0068
19MAY2008,0.0066,0.0008,-0.0026,0.0062,-0.0095,0.0112,0.0051,0.0056,0.0113,0.0063,0.0003
20MAY2008,-0.0081,-0.0120,0.0052,0.0099,-0.0233,-0.0159,-0.0157,-0.0150,0.0068,-0.0028,-0.0155
21MAY2008,-0.0248,-0.0256,-0.0293,-0.0148,-0.0255,-0.0169,-0.0263,-0.0103,-0.0051,-0.0088,-0.0213
22MAY2008,0.0025,-0.0050,-0.0045,-0.0146,0.0056,-0.0023,0.0037,0.0107,0.0058,0.0108,-0.0043
23MAY2008,-0.0182,-0.0055,-0.0137,-0.0170,-0.0148,-0.0143,-0.0020,-0.0053,-0.0154,-0.0163,-0.0122
27MAY2008,0.0210,0.0136,-0.0046,-0.0065,0.0053,0.0106,0.0163,0.0028,0.0051,0.0041,0.0076
28MAY2008,0.0101,0.0012,0.0250,0.0211,-0.0056,0.0068,0.0056,0.0014,0.0007,-0.0010,0.0000
29MAY2008,0.0197,0.0093,-0.0067,-0.0273,0.0179,0.0039,0.0072,0.0039,0.0107,0.0216,0.0194
30MAY2008,0.0045,-0.0058,0.0011,0.0103,-0.0128,0.0062,0.0060,0.0064,-0.0067,-0.0016,-0.0077
02JUN2008,-0.0111,-0.0148,-0.0076,0.0059,-0.0149,-0.0085,-0.0142,-0.0088,-0.0073,-0.0118,-0.0099
03JUN2008,-0.0019,0.0068,0.0011,-0.0215,-0.0033,-0.0034,-0.0056,0.0053,-0.0088,0.0066,0.0013
04JUN2008,0.0057,0.0083,-0.0043,-0.0149,-0.0062,-0.0039,0.0020,-0.0007,0.0121,0.0003,0.0059
05JUN2008,0.0187,0.0229,0.0336,0.0522,0.0199,0.0073,0.0205,0.0102,0.0119,0.0088,0.0130
06JUN2008,-0.0416,-0.0454,-0.0294,-0.0196,-0.0532,-0.0390,-0.0272,-0.0248,-0.0262,-0.0242,-0.0423
09JUN2008,0.0123,-0.0208,0.0152,0.0294,-0.0137,0.0103,-0.0020,0.0036,0.0155,-0.0054,-0.0006
10JUN2008,-0.0062,0.0007,-0.0127,-0.0246,0.0030,-0.0059,-0.0045,0.0018,-0.0010,-0.0096,0.0038
11JUN2008,-0.0483,-0.0159,-0.0178,0.0061,-0.0290,-0.0188,-0.0257,-0.0053,-0.0010,-0.0100,-0.0210
12JUN2008,0.0105,0.0087,-0.0005,-0.0152,0.0272,0.0036,0.0113,0.0068,-0.0041,-0.0085,0.0081
13JUN2008,0.0117,0.0200,0.0249,0.0119,0.0156,0.0115,0.0107,-0.0007,0.0090,0.0158,0.0249
16JUN2008,0.0009,0.0136,-0.0009,0.0036,0.0094,-0.0054,0.0025,-0.0107,0.0010,0.0032,-0.0032
17JUN2008,-0.0079,-0.0307,0.0054,0.0166,-0.0292,-0.0022,-0.0041,-0.0032,0.0056,-0.0026,-0.0101
18JUN2008,0.0024,-0.0137,-0.0067,0.0038,-0.0166,-0.0144,-0.0106,-0.0112,-0.0038,-0.0113,-0.0220
19JUN2008,0.0329,0.0226,0.0018,-0.0240,0.0107,0.0130,0.0037,0.0033,0.0012,0.0013,0.0127
20JUN2008,-0.0188,-0.0285,-0.0201,-0.0067,-0.0171,-0.0166,-0.0178,-0.0113,-0.0115,-0.0140,-0.0293
23JUN2008,-0.0185,-0.0202,0.0064,0.0395,-0.0316,0.0019,-0.0093,-0.0037,0.0120,0.0073,-0.0173
24JUN2008,-0.0195,0.0034,-0.0190,-0.0190,0.0116,-0.0120,-0.0013,0.0033,-0.0083,0.0036,0.0041
25JUN2008,0.0113,0.0138,0.0030,-0.0038,-0.0023,-0.0073,0.0085,0.0225,0.0118,0.0112,0.0074
26JUN2008,-0.0310,-0.0333,-0.0247,-0.0072,-0.0360,-0.0164,-0.0190,-0.0303,-0.0298,-0.0202,-0.0235
27JUN2008,0.0029,-0.0097,-0.0010,0.0088,-0.0158,-0.0288,-0.0133,-0.0104,-0.0085,0.0067,-0.0168
30JUN2008,0.0059,0.0018,-0.0041,0.0141,-0.0151,0.0092,-0.0013,0.0072,0.0244,0.0109,-0.0045
01JUL2008,-0.0167,0.0018,-0.0185,0.0042,0.0030,-0.0006,-0.0070,-0.0011,0.0052,0.0000,-0.0126
02JUL2008,-0.0423,-0.0189,-0.0427,-0.0302,-0.0153,-0.0306,-0.0132,-0.0011,-0.0027,-0.0069,-0.0110
03JUL2008,0.0054,-0.0037,0.0061,-0.0147,-0.0035,0.0140,-0.0045,-0.0007,-0.0103,0.0043,0.0086
07JUL2008,0.0018,-0.0234,0.0051,-0.0251,-0.0331,-0.0012,0.0112,0.0101,-0.0099,-0.0066,-0.0114
08JUL2008,0.0501,0.0704,-0.0106,-0.0166,0.0648,0.0231,0.0102,0.0130,0.0053,0.0264,0.0260
09JUL2008,-0.0231,-0.0763,0.0018,-0.0190,-0.0570,-0.0278,-0.0298,-0.0099,0.0119,0.0048,-0.0211
10JUL2008,0.0015,0.0263,0.0038,0.0307,-0.0072,0.0154,0.0126,0.0074,0.0025,0.0054,-0.0176
11JUL2008,-0.0080,-0.0032,-0.0008,-0.0061,-0.0281,-0.0181,-0.0094,-0.0107,-0.0076,-0.0191,-0.0208
14JUL2008,-0.0122,-0.0377,0.0112,0.0066,-0.0514,0.0045,-0.0077,0.0007,-0.0069,0.0068,-0.0052
15JUL2008,-0.0122,-0.0077,-0.0098,-0.0421,-0.0310,-0.0199,-0.0023,-0.0019,-0.0070,0.0048,0.0000
16JUL2008,0.0552,0.0688,0.0038,-0.0257,0.1310,0.0230,0.0145,0.0126,-0.0198,0.0071,0.0402
17JUL2008,0.0166,0.0156,0.0063,-0.0164,0.0433,0.0276,0.0103,0.0018,-0.0159,0.0099,0.0047
18JUL2008,0.0025,0.0021,-0.0068,0.0175,0.0202,0.0015,0.0111,-0.0169,0.0010,-0.0003,0.0309
21JUL2008,-0.0116,0.0058,0.0207,0.0299,0.0039,0.0009,-0.0197,-0.0022,0.0176,-0.0177,-0.0178
22JUL2008,0.0406,0.0316,0.0015,-0.0332,0.0839,0.0122,-0.0054,0.0176,-0.0033,0.0138,0.0266
23JUL2008,-0.0009,0.0286,-0.0126,-0.0363,-0.0013,0.0078,0.0180,0.0070,-0.0243,0.0044,0.0193
24JUL2008,-0.0358,-0.0700,-0.0253,-0.0024,-0.0672,-0.0248,-0.0256,-0.0062,-0.0016,-0.0009,-0.0213
25JUL2008,0.0071,0.0205,0.0015,0.0027,-0.0038,0.0094,0.0141,-0.0055,-0.0121,0.0060,-0.0156
28JUL2008,-0.0205,-0.0236,-0.0013,0.0039,-0.0470,-0.0229,-0.0210,-0.0085,0.0024,-0.0082,-0.0236
29JUL2008,0.0434,0.0543,0.0198,-0.0119,0.0809,0.0377,0.0201,0.0234,0.0013,0.0101,0.0357
30JUL2008,-0.0006,-0.0064,0.0237,0.0595,0.0153,0.0117,0.0067,0.0116,0.0196,-0.0003,-0.0010
31JUL2008,-0.0040,-0.0113,-0.0074,-0.0410,-0.0092,-0.0305,-0.0058,-0.0155,-0.0107,0.0009,-0.0066
01AUG2008,-0.0252,-0.0012,-0.0181,-0.0001,0.0000,-0.0009,-0.0112,-0.0018,-0.0286,-0.0075,-0.0098
04AUG2008,-0.0062,-0.0132,-0.0434,-0.0470,-0.0083,-0.0044,0.0050,0.0091,-0.0108,0.0085,0.0074
05AUG2008,0.0496,0.0422,0.0116,0.0075,0.0508,0.0279,0.0189,0.0174,0.0082,0.0325,0.0446
06AUG2008,-0.0067,-0.0009,0.0099,0.0228,-0.0102,0.0191,0.0141,0.0107,0.0054,0.0039,-0.0050
07AUG2008,-0.0190,-0.0272,-0.0031,-0.0116,-0.0493,-0.0336,-0.0017,-0.0194,-0.0008,-0.0121,-0.0196
08AUG2008,0.0373,0.0370,-0.0041,-0.0169,0.0344,0.0345,0.0192,0.0208,0.0030,0.0174,0.0476
11AUG2008,-0.0048,0.0291,0.0013,-0.0004,0.0169,0.0025,0.0064,0.0088,0.0110,0.0009,0.0306
12AUG2008,-0.0198,-0.0267,0.0083,0.0006,-0.0506,-0.0098,0.0021,0.0070,-0.0117,-0.0021,-0.0131
13AUG2008,-0.0022,-0.0146,0.0216,0.0354,-0.0288,-0.0037,-0.0038,-0.0100,0.0000,0.0006,-0.0162
14AUG2008,0.0146,0.0161,-0.0020,-0.0184,0.0311,0.0037,0.0077,0.0046,-0.0086,-0.0006,0.0151
15AUG2008,0.0027,-0.0060,-0.0063,-0.0187,0.0071,0.0056,0.0038,0.0098,0.0035,0.0099,0.0117
18AUG2008,-0.0118,-0.0155,-0.0091,-0.0127,-0.0384,-0.0112,-0.0126,-0.0041,0.0014,-0.0083,-0.0170
19AUG2008,-0.0221,-0.0205,-0.0062,0.0359,-0.0292,-0.0125,-0.0175,-0.0135,0.0054,-0.0045,-0.0186
20AUG2008,-0.0094,0.0004,0.0175,0.0289,0.0206,-0.0080,0.0022,0.0004,0.0038,-0.0063,-0.0123
21AUG2008,-0.0014,-0.0185,0.0086,0.0251,-0.0182,0.0023,-0.0039,-0.0109,0.0096,-0.0064,0.0081
22AUG2008,0.0245,0.0371,-0.0005,-0.0229,0.0380,0.0196,0.0139,0.0181,0.0040,0.0168,0.0233
25AUG2008,-0.0173,-0.0296,-0.0216,-0.0130,-0.0352,-0.0156,-0.0129,-0.0160,-0.0106,-0.0162,-0.0280
26AUG2008,-0.0011,0.0078,0.0054,0.0204,0.0080,-0.0003,-0.0039,-0.0039,0.0109,-0.0012,0.0077
27AUG2008,0.0120,0.0064,0.0092,0.0158,0.0193,0.0029,0.0096,0.0046,0.0071,0.0015,0.0030
28AUG2008,0.0244,0.0336,0.0142,-0.0176,0.0404,0.0224,0.0061,0.0064,0.0016,0.0058,0.0232
29AUG2008,-0.0057,-0.0101,-0.0067,-0.0047,0.0014,-0.0110,-0.0223,-0.0099,-0.0139,-0.0109,-0.0113
02SEP2008,-0.0060,0.0109,-0.0252,-0.0549,0.0140,0.0003,-0.0057,0.0110,-0.0122,-0.0018,0.0197
03SEP2008,-0.0027,0.0151,-0.0052,-0.0038,0.0157,-0.0074,-0.0133,-0.0074,-0.0159,0.0058,0.0051
04SEP2008,-0.0264,-0.0283,-0.0355,-0.0225,-0.0490,-0.0343,-0.0358,-0.0064,-0.0126,-0.0220,-0.0333
05SEP2008,-0.0054,0.0012,0.0011,-0.0041,0.0362,-0.0003,0.0000,0.0093,-0.0210,-0.0053,0.0020
08SEP2008,0.0103,0.0433,-0.0019,-0.0069,0.0432,0.0160,0.0121,0.0212,0.0251,0.0166,0.0452
09SEP2008,-0.0330,-0.0412,-0.0318,-0.0692,-0.0639,-0.0294,-0.0174,-0.0052,-0.0314,-0.0086,-0.0190
10SEP2008,0.0277,0.0052,0.0086,0.0394,-0.0122,0.0042,-0.0047,0.0070,0.0111,-0.0040,-0.0103
11SEP2008,0.0336,0.0123,0.0171,0.0143,0.0229,0.0230,0.0164,0.0041,0.0079,0.0041,0.0153
12SEP2008,-0.0016,0.0089,0.0320,0.0337,-0.0140,-0.0026,0.0046,0.0021,0.0187,0.0093,0.0000
15SEP2008,-0.0237,-0.0634,-0.0415,-0.0766,-0.0974,-0.0402,-0.0483,-0.0120,-0.0348,-0.0278,-0.0337
16SEP2008,0.0155,0.0344,0.0110,0.0423,0.0749,0.0031,0.0188,0.0000,-0.0151,-0.0016,0.0066
17SEP2008,-0.0367,-0.0545,-0.0187,-0.0210,-0.0960,-0.0338,-0.0555,-0.0358,-0.0484,-0.0159,-0.0395
18SEP2008,0.0407,0.0900,-0.0003,0.0299,0.0787,0.0205,0.0427,0.0065,0.0367,0.0129,0.0257
19SEP2008,0.0085,0.0262,0.0633,0.0684,0.1279,0.0280,0.0073,-0.0022,0.0319,0.0109,0.0135
22SEP2008,-0.0493,-0.0747,-0.0128,-0.0175,-0.0818,-0.0266,-0.0259,-0.0054,-0.0249,-0.0238,-0.0411
23SEP2008,-0.0091,0.0058,-0.0233,-0.0330,-0.0029,-0.0220,-0.0005,-0.0134,-0.0173,-0.0237,-0.0142
24SEP2008,-0.0155,-0.0194,-0.0198,0.0030,-0.0112,-0.0022,0.0025,-0.0018,0.0092,0.0093,-0.0035
25SEP2008,0.0087,0.0210,-0.0028,0.0245,0.0276,0.0079,0.0172,0.0247,0.0198,0.0181,0.0179
26SEP2008,-0.0004,0.0302,-0.0233,-0.0266,0.0274,-0.0041,0.0048,-0.0036,0.0003,-0.0019,0.0100
29SEP2008,-0.0576,-0.0349,-0.0721,-0.1189,-0.1318,-0.0339,-0.0865,-0.0375,-0.0524,-0.0224,-0.0667
30SEP2008,0.0279,0.0218,0.0214,0.0612,0.0711,0.0098,0.0447,0.0353,0.0156,-0.0033,0.0220
01OCT2008,-0.0069,-0.0176,-0.0165,-0.0164,0.0392,-0.0237,-0.0091,0.0072,-0.0042,0.0067,0.0000
02OCT2008,-0.0852,-0.0710,-0.0718,-0.0570,-0.0498,-0.0599,-0.0391,-0.0126,-0.0145,0.0017,-0.0362
03OCT2008,-0.0118,-0.0333,-0.0098,-0.0119,-0.0438,-0.0159,-0.0143,-0.0080,-0.0150,-0.0215,-0.0350
06OCT2008,-0.0061,-0.0512,-0.0494,-0.0538,-0.0522,-0.0262,-0.0553,-0.0290,-0.0489,-0.0374,-0.0281
07OCT2008,-0.0499,-0.0741,-0.0516,-0.0548,-0.1056,-0.0332,-0.0511,-0.0318,-0.0409,-0.0242,-0.0642
08OCT2008,-0.0007,-0.0179,0.0323,0.0189,-0.0402,-0.0153,-0.0090,-0.0273,-0.0174,-0.0180,-0.0195
09OCT2008,-0.0515,-0.0838,-0.0641,-0.1440,-0.1041,-0.0570,-0.0332,-0.0602,-0.0674,-0.0768,-0.0635
10OCT2008,0.0164,0.0866,-0.0236,-0.0409,0.1030,-0.0321,-0.0063,0.0085,-0.0406,-0.0440,0.0212
13OCT2008,0.0719,0.0908,0.1406,0.1647,0.0781,0.1071,0.1170,0.0466,0.1207,0.1205,0.0393
14OCT2008,-0.0088,-0.0791,-0.0290,0.0012,0.0645,-0.0004,-0.0338,0.0020,-0.0083,0.0203,0.0061
15OCT2008,-0.0871,-0.1347,-0.1241,-0.1444,-0.1085,-0.0940,-0.0752,-0.0343,-0.0744,-0.0978,-0.1162
16OCT2008,0.0412,0.0604,0.0068,0.0381,0.0227,0.0203,0.0523,0.0096,0.0291,0.0522,0.0660
17OCT2008,-0.0274,-0.0091,0.0267,0.0220,-0.0285,-0.0216,-0.0096,0.0075,0.0051,-0.0038,0.0202
20OCT2008,0.0431,0.0098,0.0505,0.1165,0.0495,0.0497,0.0399,0.0082,0.0843,0.0402,0.0054
21OCT2008,-0.0201,-0.0322,-0.0421,-0.0454,-0.0304,-0.0089,-0.0523,-0.0094,-0.0316,-0.0029,-0.0112
22OCT2008,-0.0419,-0.0746,-0.0548,-0.0972,-0.0627,-0.0461,-0.0521,-0.0157,-0.0424,-0.0248,-0.0683
23OCT2008,-0.0139,-0.0140,-0.0229,0.0532,-0.0102,0.0026,0.0227,0.0042,0.0239,-0.0231,0.0000
